eleveID;filiere;info;bloc;classement
E165;A+C;;Sécurité;CSC_4TC30_TP|CSC_4TC31_TP
E166;A+B;;Droit;HSS_OEL21_TP|HSS_OEL22_TP|HSS_OEL25_TP
E166;A+B;;Economie du numérique;ECO_OEL30_TP
E166;A+B;;Humanités Contemporaines;HSS_OEL66_TP|HSS_OEL58_TP|HSS_OEL63_TP|HSS_OEL61_TP|HSS_OEL50_TP|HSS_OEL56_TP|HSS_OEL59_TP|HSS_OEL65_TP|HSS_OEL57_TP|HSS_OEL53_TP|HSS_OEL52_TP|HSS_OEL51_TP
E166;A+B;;IA;APM_4TC20_TP
E166;A+B;;Optimisation;FMA_4TC11_TP|FMA_4TC13_TP|FMA_4TC12_TP|FMA_4TC10_TP
E166;A+B;;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL13_TP|CCH_OEL73_TP|CCH_OEL37_TP|CSC_OEL07_TP|PHY_OEL14_TP|PHY_OEL18_TP|PHY_OEL17_TP|APM_OEL03_TP|CSC_OEL12_TP|CSC_OEL11_TP|PHY_OEL16_TP
E166;A+B;;SEHS;HSS_OEL44_TP|HSS_OEL46_TP|HSS_OEL39_TP|IME_OEL38_TP|HSS_OEL33_TP|HSS_OEL32_TP|HSS_OEL42_TP|ECO_OEL40_TP|HSS_OEL43_TP|IME_OEL31_TP
E166;A+B;;Statistique;APM_4TC03_TP|APM_4TC01_TP|APM_4TC02_TP
E166;A+B;;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E167;A+B;;Droit;HSS_OEL21_TP|HSS_OEL22_TP|HSS_OEL25_TP
E167;A+B;;Economie du numérique;ECO_OEL30_TP
E167;A+B;;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL50_TP|HSS_OEL65_TP|HSS_OEL61_TP|HSS_OEL66_TP|HSS_OEL56_TP|HSS_OEL57_TP|HSS_OEL51_TP|HSS_OEL59_TP|HSS_OEL58_TP|HSS_OEL52_TP|HSS_OEL53_TP
E167;A+B;;IA;APM_4TC20_TP
E167;A+B;;Optimisation;FMA_4TC11_TP|FMA_4TC12_TP|FMA_4TC13_TP|FMA_4TC10_TP
E167;A+B;;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL13_TP|CSC_OEL07_TP|CCH_OEL37_TP|CSC_OEL11_TP|PHY_OEL14_TP|CSC_OEL12_TP|APM_OEL03_TP|PHY_OEL18_TP|PHY_OEL16_TP|PHY_OEL17_TP|CCH_OEL73_TP
E167;A+B;;SEHS;HSS_OEL46_TP|HSS_OEL39_TP|HSS_OEL44_TP|HSS_OEL42_TP|HSS_OEL32_TP|ECO_OEL40_TP|HSS_OEL33_TP|HSS_OEL43_TP|IME_OEL38_TP|IME_OEL31_TP
E167;A+B;;Statistique;APM_4TC01_TP|APM_4TC03_TP|APM_4TC02_TP
E167;A+B;;Sécurité;CSC_4TC30_TP|CSC_4TC31_TP
E168;A+B;;Droit;HSS_OEL21_TP|HSS_OEL25_TP|HSS_OEL22_TP
E168;A+B;;Economie du numérique;ECO_OEL30_TP
E168;A+B;;Humanités Contemporaines;HSS_OEL58_TP|HSS_OEL65_TP|HSS_OEL61_TP|HSS_OEL50_TP|HSS_OEL53_TP|HSS_OEL63_TP|HSS_OEL66_TP|HSS_OEL57_TP|HSS_OEL56_TP|HSS_OEL52_TP|HSS_OEL59_TP|HSS_OEL51_TP
E168;A+B;;IA;APM_4TC20_TP
E168;A+B;;Optimisation;FMA_4TC11_TP|FMA_4TC12_TP|FMA_4TC13_TP|FMA_4TC10_TP
E168;A+B;;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL13_TP|CSC_OEL07_TP|CSC_OEL11_TP|PHY_OEL17_TP|PHY_OEL14_TP|CSC_OEL12_TP|PHY_OEL18_TP|CCH_OEL73_TP|CCH_OEL37_TP|APM_OEL03_TP|PHY_OEL16_TP
E168;A+B;;SEHS;HSS_OEL46_TP|HSS_OEL44_TP|ECO_OEL40_TP|HSS_OEL42_TP|HSS_OEL33_TP|HSS_OEL32_TP|IME_OEL31_TP|HSS_OEL39_TP|HSS_OEL43_TP|IME_OEL38_TP
E168;A+B;;Statistique;APM_4TC01_TP|APM_4TC02_TP|APM_4TC03_TP
E168;A+B;;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E169;A+C;;Droit;HSS_OEL21_TP|HSS_OEL22_TP|HSS_OEL25_TP
E169;A+C;;Economie du numérique;ECO_OEL30_TP
E169;A+C;;Humanités Contemporaines;HSS_OEL65_TP|HSS_OEL63_TP|HSS_OEL61_TP|HSS_OEL57_TP|HSS_OEL50_TP|HSS_OEL56_TP|HSS_OEL53_TP|HSS_OEL51_TP|HSS_OEL66_TP|HSS_OEL52_TP|HSS_OEL58_TP|HSS_OEL59_TP
E169;A+C;;IA;APM_4TC20_TP
E169;A+C;;Optimisation;FMA_4TC10_TP|FMA_4TC11_TP|FMA_4TC12_TP|FMA_4TC13_TP
E169;A+C;;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL13_TP|CSC_OEL12_TP|PHY_OEL17_TP|CSC_OEL07_TP|PHY_OEL14_TP|CCH_OEL37_TP|PHY_OEL16_TP|PHY_OEL18_TP|CCH_OEL73_TP|CSC_OEL11_TP|APM_OEL03_TP
E169;A+C;;SEHS;HSS_OEL44_TP|HSS_OEL46_TP|HSS_OEL33_TP|ECO_OEL40_TP|HSS_OEL39_TP|HSS_OEL42_TP|IME_OEL38_TP|IME_OEL31_TP|HSS_OEL32_TP|HSS_OEL43_TP
E169;A+C;;Statistique;APM_4TC01_TP|APM_4TC02_TP|APM_4TC03_TP
E169;A+C;;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E170;A+C;;Droit;HSS_OEL21_TP|HSS_OEL25_TP|HSS_OEL22_TP
E170;A+C;;Economie du numérique;ECO_OEL30_TP
E170;A+C;;Humanités Contemporaines;HSS_OEL56_TP|HSS_OEL61_TP|HSS_OEL63_TP|HSS_OEL58_TP|HSS_OEL59_TP|HSS_OEL65_TP|HSS_OEL50_TP|HSS_OEL53_TP|HSS_OEL52_TP|HSS_OEL57_TP|HSS_OEL66_TP|HSS_OEL51_TP
E170;A+C;;IA;APM_4TC20_TP
E170;A+C;;Optimisation;FMA_4TC11_TP|FMA_4TC12_TP|FMA_4TC10_TP|FMA_4TC13_TP
E170;A+C;;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL13_TP|CSC_OEL07_TP|PHY_OEL14_TP|CCH_OEL37_TP|PHY_OEL18_TP|CSC_OEL12_TP|APM_OEL03_TP|CCH_OEL73_TP|PHY_OEL17_TP|CSC_OEL11_TP|PHY_OEL16_TP
E170;A+C;;SEHS;HSS_OEL46_TP|HSS_OEL44_TP|HSS_OEL32_TP|HSS_OEL42_TP|IME_OEL38_TP|HSS_OEL39_TP|ECO_OEL40_TP|IME_OEL31_TP|HSS_OEL43_TP|HSS_OEL33_TP
E170;A+C;;Statistique;APM_4TC01_TP|APM_4TC02_TP|APM_4TC03_TP
E170;A+C;;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E171;A+C;;Droit;HSS_OEL21_TP|HSS_OEL22_TP|HSS_OEL25_TP
E171;A+C;;Economie du numérique;ECO_OEL30_TP
E171;A+C;;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL56_TP|HSS_OEL58_TP|HSS_OEL65_TP|HSS_OEL50_TP|HSS_OEL52_TP|HSS_OEL66_TP|HSS_OEL61_TP|HSS_OEL57_TP|HSS_OEL53_TP|HSS_OEL51_TP|HSS_OEL59_TP
E171;A+C;;IA;APM_4TC20_TP
E171;A+C;;Optimisation;FMA_4TC11_TP|FMA_4TC12_TP|FMA_4TC10_TP|FMA_4TC13_TP
E171;A+C;;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL12_TP|PHY_OEL17_TP|CSC_OEL13_TP|CCH_OEL73_TP|CCH_OEL37_TP|CSC_OEL07_TP|PHY_OEL18_TP|PHY_OEL14_TP|CSC_OEL11_TP|APM_OEL03_TP|PHY_OEL16_TP
E171;A+C;;SEHS;HSS_OEL44_TP|HSS_OEL46_TP|IME_OEL38_TP|ECO_OEL40_TP|HSS_OEL33_TP|HSS_OEL42_TP|IME_OEL31_TP|HSS_OEL32_TP|HSS_OEL43_TP|HSS_OEL39_TP
E171;A+C;;Statistique;APM_4TC01_TP|APM_4TC02_TP|APM_4TC03_TP
E171;A+C;;Sécurité;CSC_4TC30_TP|CSC_4TC31_TP
E172;A+C;;Droit;HSS_OEL21_TP|HSS_OEL25_TP|HSS_OEL22_TP
E172;A+C;;Economie du numérique;ECO_OEL30_TP
E172;A+C;;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL65_TP|HSS_OEL66_TP|HSS_OEL58_TP|HSS_OEL53_TP|HSS_OEL56_TP|HSS_OEL51_TP|HSS_OEL57_TP|HSS_OEL52_TP|HSS_OEL61_TP|HSS_OEL59_TP|HSS_OEL50_TP
E172;A+C;;IA;APM_4TC20_TP
E172;A+C;;Optimisation;FMA_4TC12_TP|FMA_4TC13_TP|FMA_4TC11_TP|FMA_4TC10_TP
E172;A+C;;Ouverture scientifique;CSC_OEL13_TP|CSC_OEL07_TP|CSC_OEL10_TP|CCH_OEL73_TP|CSC_OEL12_TP|PHY_OEL18_TP|CSC_OEL11_TP|PHY_OEL14_TP|APM_OEL03_TP|CCH_OEL37_TP|PHY_OEL16_TP|PHY_OEL17_TP
E172;A+C;;SEHS;HSS_OEL46_TP|HSS_OEL44_TP|HSS_OEL39_TP|HSS_OEL42_TP|ECO_OEL40_TP|HSS_OEL43_TP|HSS_OEL33_TP|HSS_OEL32_TP|IME_OEL38_TP|IME_OEL31_TP
E172;A+C;;Statistique;APM_4TC02_TP|APM_4TC03_TP|APM_4TC01_TP
E172;A+C;;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E173;A+C;;Droit;HSS_OEL21_TP|HSS_OEL22_TP|HSS_OEL25_TP
E173;A+C;;Economie du numérique;ECO_OEL30_TP
E173;A+C;;Humanités Contemporaines;HSS_OEL50_TP|HSS_OEL61_TP|HSS_OEL63_TP|HSS_OEL58_TP|HSS_OEL65_TP|HSS_OEL56_TP|HSS_OEL66_TP|HSS_OEL51_TP|HSS_OEL53_TP|HSS_OEL52_TP|HSS_OEL57_TP|HSS_OEL59_TP
E173;A+C;;IA;APM_4TC20_TP
E173;A+C;;Optimisation;FMA_4TC11_TP|FMA_4TC10_TP|FMA_4TC12_TP|FMA_4TC13_TP
E173;A+C;;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL13_TP|CCH_OEL73_TP|PHY_OEL17_TP|CSC_OEL07_TP|CCH_OEL37_TP|PHY_OEL18_TP|PHY_OEL14_TP|CSC_OEL11_TP|CSC_OEL12_TP|APM_OEL03_TP|PHY_OEL16_TP
E173;A+C;;SEHS;HSS_OEL46_TP|HSS_OEL42_TP|HSS_OEL43_TP|ECO_OEL40_TP|HSS_OEL44_TP|HSS_OEL39_TP|HSS_OEL32_TP|HSS_OEL33_TP|IME_OEL31_TP|IME_OEL38_TP
E173;A+C;;Statistique;APM_4TC03_TP|APM_4TC02_TP|APM_4TC01_TP
E173;A+C;;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E174;A+B;;Droit;HSS_OEL21_TP|HSS_OEL25_TP|HSS_OEL22_TP
E174;A+B;;Economie du numérique;ECO_OEL30_TP
E174;A+B;;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL58_TP|HSS_OEL61_TP|HSS_OEL57_TP|HSS_OEL66_TP|HSS_OEL50_TP|HSS_OEL53_TP|HSS_OEL56_TP|HSS_OEL52_TP|HSS_OEL59_TP|HSS_OEL65_TP|HSS_OEL51_TP
E174;A+B;;IA;APM_4TC20_TP
E174;A+B;;Optimisation;FMA_4TC11_TP|FMA_4TC12_TP|FMA_4TC13_TP|FMA_4TC10_TP
E174;A+B;;Ouverture scientifique;CSC_OEL13_TP|CSC_OEL10_TP|CSC_OEL07_TP|CCH_OEL73_TP|PHY_OEL17_TP|CSC_OEL12_TP|PHY_OEL18_TP|CCH_OEL37_TP|APM_OEL03_TP|PHY_OEL14_TP|PHY_OEL16_TP|CSC_OEL11_TP
E174;A+B;;SEHS;HSS_OEL46_TP|HSS_OEL44_TP|HSS_OEL39_TP|ECO_OEL40_TP|IME_OEL38_TP|HSS_OEL43_TP|HSS_OEL32_TP|HSS_OEL42_TP|HSS_OEL33_TP|IME_OEL31_TP
E174;A+B;;Statistique;APM_4TC01_TP|APM_4TC03_TP|APM_4TC02_TP
E174;A+B;;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E175;A+C;;Droit;HSS_OEL21_TP|HSS_OEL25_TP|HSS_OEL22_TP
E175;A+C;;Economie du numérique;ECO_OEL30_TP
E175;A+C;;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL58_TP|HSS_OEL52_TP|HSS_OEL53_TP|HSS_OEL66_TP|HSS_OEL50_TP|HSS_OEL56_TP|HSS_OEL61_TP|HSS_OEL65_TP|HSS_OEL59_TP|HSS_OEL57_TP|HSS_OEL51_TP
E175;A+C;;IA;APM_4TC20_TP
E175;A+C;;Optimisation;FMA_4TC11_TP|FMA_4TC12_TP|FMA_4TC10_TP|FMA_4TC13_TP
E175;A+C;;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL13_TP|PHY_OEL14_TP|CCH_OEL73_TP|CSC_OEL11_TP|CSC_OEL12_TP|CSC_OEL07_TP|PHY_OEL17_TP|CCH_OEL37_TP|PHY_OEL18_TP|PHY_OEL16_TP|APM_OEL03_TP
E175;A+C;;SEHS;HSS_OEL46_TP|HSS_OEL44_TP|HSS_OEL43_TP|HSS_OEL42_TP|HSS_OEL32_TP|ECO_OEL40_TP|HSS_OEL39_TP|IME_OEL38_TP|HSS_OEL33_TP|IME_OEL31_TP
E175;A+C;;Statistique;APM_4TC02_TP|APM_4TC01_TP|APM_4TC03_TP
E175;A+C;;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E176;B+C;;Droit;HSS_OEL21_TP|HSS_OEL25_TP|HSS_OEL22_TP
E176;B+C;;Economie du numérique;ECO_OEL30_TP
E176;B+C;;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL61_TP|HSS_OEL59_TP|HSS_OEL50_TP|HSS_OEL53_TP|HSS_OEL58_TP|HSS_OEL65_TP|HSS_OEL56_TP|HSS_OEL66_TP|HSS_OEL51_TP|HSS_OEL52_TP|HSS_OEL57_TP
E176;B+C;;IA;APM_4TC20_TP
E176;B+C;;Optimisation;FMA_4TC11_TP|FMA_4TC12_TP|FMA_4TC13_TP|FMA_4TC10_TP
E176;B+C;;Ouverture scientifique;CSC_OEL07_TP|CSC_OEL10_TP|CSC_OEL11_TP|CSC_OEL12_TP|PHY_OEL14_TP|PHY_OEL17_TP|APM_OEL03_TP|CCH_OEL37_TP|PHY_OEL18_TP|CSC_OEL13_TP|PHY_OEL16_TP|CCH_OEL73_TP
E176;B+C;;SEHS;HSS_OEL46_TP|HSS_OEL44_TP|IME_OEL38_TP|HSS_OEL33_TP|IME_OEL31_TP|ECO_OEL40_TP|HSS_OEL32_TP|HSS_OEL43_TP|HSS_OEL42_TP|HSS_OEL39_TP
E176;B+C;;Statistique;APM_4TC03_TP|APM_4TC02_TP|APM_4TC01_TP
E176;B+C;;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E177;A+C;;Droit;HSS_OEL21_TP|HSS_OEL25_TP|HSS_OEL22_TP
E177;A+C;;Economie du numérique;ECO_OEL30_TP
E177;A+C;;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL65_TP|HSS_OEL58_TP|HSS_OEL56_TP|HSS_OEL50_TP|HSS_OEL66_TP|HSS_OEL59_TP|HSS_OEL53_TP|HSS_OEL51_TP|HSS_OEL57_TP|HSS_OEL52_TP|HSS_OEL61_TP
E177;A+C;;IA;APM_4TC20_TP
E177;A+C;;Optimisation;FMA_4TC12_TP|FMA_4TC11_TP|FMA_4TC10_TP|FMA_4TC13_TP
E177;A+C;;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL07_TP|CSC_OEL13_TP|PHY_OEL16_TP|CSC_OEL11_TP|PHY_OEL14_TP|CSC_OEL12_TP|APM_OEL03_TP|CCH_OEL73_TP|PHY_OEL18_TP|PHY_OEL17_TP|CCH_OEL37_TP
E177;A+C;;SEHS;HSS_OEL44_TP|HSS_OEL46_TP|HSS_OEL43_TP|HSS_OEL33_TP|ECO_OEL40_TP|HSS_OEL39_TP|HSS_OEL32_TP|IME_OEL38_TP|IME_OEL31_TP|HSS_OEL42_TP
E177;A+C;;Statistique;APM_4TC02_TP|APM_4TC03_TP|APM_4TC01_TP
E177;A+C;;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E178;B+C;;Droit;HSS_OEL21_TP|HSS_OEL22_TP|HSS_OEL25_TP
E178;B+C;;Economie du numérique;ECO_OEL30_TP
E178;B+C;;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL66_TP|HSS_OEL58_TP|HSS_OEL50_TP|HSS_OEL57_TP|HSS_OEL53_TP|HSS_OEL59_TP|HSS_OEL65_TP|HSS_OEL61_TP|HSS_OEL51_TP|HSS_OEL56_TP|HSS_OEL52_TP
E178;B+C;;IA;APM_4TC20_TP
E178;B+C;;Optimisation;FMA_4TC11_TP|FMA_4TC12_TP|FMA_4TC13_TP|FMA_4TC10_TP
E178;B+C;;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL07_TP|CSC_OEL13_TP|PHY_OEL17_TP|APM_OEL03_TP|CCH_OEL73_TP|PHY_OEL14_TP|CSC_OEL12_TP|CSC_OEL11_TP|PHY_OEL18_TP|PHY_OEL16_TP|CCH_OEL37_TP
E178;B+C;;SEHS;HSS_OEL42_TP|HSS_OEL39_TP|HSS_OEL43_TP|HSS_OEL46_TP|HSS_OEL32_TP|HSS_OEL44_TP|HSS_OEL33_TP|ECO_OEL40_TP|IME_OEL38_TP|IME_OEL31_TP
E178;B+C;;Statistique;APM_4TC02_TP|APM_4TC03_TP|APM_4TC01_TP
E178;B+C;;Sécurité;CSC_4TC30_TP|CSC_4TC31_TP
E179;A+B;;Droit;HSS_OEL21_TP|HSS_OEL25_TP|HSS_OEL22_TP
E179;A+B;;Economie du numérique;ECO_OEL30_TP
E179;A+B;;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL61_TP|HSS_OEL52_TP|HSS_OEL56_TP|HSS_OEL50_TP|HSS_OEL66_TP|HSS_OEL65_TP|HSS_OEL59_TP|HSS_OEL58_TP|HSS_OEL57_TP|HSS_OEL53_TP|HSS_OEL51_TP
E179;A+B;;IA;APM_4TC20_TP
E179;A+B;;Optimisation;FMA_4TC11_TP|FMA_4TC13_TP|FMA_4TC12_TP|FMA_4TC10_TP
E179;A+B;;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL07_TP|CSC_OEL13_TP|CCH_OEL73_TP|PHY_OEL16_TP|CCH_OEL37_TP|PHY_OEL14_TP|PHY_OEL17_TP|CSC_OEL12_TP|PHY_OEL18_TP|CSC_OEL11_TP|APM_OEL03_TP
E179;A+B;;SEHS;HSS_OEL46_TP|HSS_OEL32_TP|HSS_OEL44_TP|HSS_OEL33_TP|ECO_OEL40_TP|IME_OEL38_TP|HSS_OEL39_TP|HSS_OEL43_TP|HSS_OEL42_TP|IME_OEL31_TP
E179;A+B;;Statistique;APM_4TC01_TP|APM_4TC03_TP|APM_4TC02_TP
E179;A+B;;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E180;B+C;;Droit;HSS_OEL21_TP|HSS_OEL25_TP|HSS_OEL22_TP
E180;B+C;;Economie du numérique;ECO_OEL30_TP
E180;B+C;;Humanités Contemporaines;HSS_OEL61_TP|HSS_OEL63_TP|HSS_OEL65_TP|HSS_OEL53_TP|HSS_OEL56_TP|HSS_OEL51_TP|HSS_OEL58_TP|HSS_OEL52_TP|HSS_OEL50_TP|HSS_OEL66_TP|HSS_OEL57_TP|HSS_OEL59_TP
E180;B+C;;IA;APM_4TC20_TP
E180;B+C;;Optimisation;FMA_4TC11_TP|FMA_4TC12_TP|FMA_4TC13_TP|FMA_4TC10_TP
E180;B+C;;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL13_TP|CSC_OEL11_TP|PHY_OEL18_TP|CSC_OEL07_TP|PHY_OEL14_TP|CSC_OEL12_TP|CCH_OEL37_TP|APM_OEL03_TP|PHY_OEL17_TP|CCH_OEL73_TP|PHY_OEL16_TP
E180;B+C;;SEHS;HSS_OEL39_TP|HSS_OEL32_TP|HSS_OEL44_TP|HSS_OEL42_TP|HSS_OEL33_TP|IME_OEL38_TP|HSS_OEL46_TP|HSS_OEL43_TP|IME_OEL31_TP|ECO_OEL40_TP
E180;B+C;;Statistique;APM_4TC03_TP|APM_4TC01_TP|APM_4TC02_TP
E180;B+C;;Sécurité;CSC_4TC30_TP|CSC_4TC31_TP
E181;A+B;;Droit;HSS_OEL21_TP|HSS_OEL25_TP|HSS_OEL22_TP
E181;A+B;;Economie du numérique;ECO_OEL30_TP
E181;A+B;;Humanités Contemporaines;HSS_OEL61_TP|HSS_OEL66_TP|HSS_OEL63_TP|HSS_OEL59_TP|HSS_OEL50_TP|HSS_OEL65_TP|HSS_OEL58_TP|HSS_OEL56_TP|HSS_OEL52_TP|HSS_OEL53_TP|HSS_OEL57_TP|HSS_OEL51_TP
E181;A+B;;IA;APM_4TC20_TP
E181;A+B;;Optimisation;FMA_4TC10_TP|FMA_4TC11_TP|FMA_4TC12_TP|FMA_4TC13_TP
E181;A+B;;Ouverture scientifique;CSC_OEL07_TP|CSC_OEL13_TP|CSC_OEL10_TP|PHY_OEL14_TP|PHY_OEL17_TP|CCH_OEL73_TP|APM_OEL03_TP|CSC_OEL11_TP|PHY_OEL18_TP|CSC_OEL12_TP|CCH_OEL37_TP|PHY_OEL16_TP
E181;A+B;;SEHS;HSS_OEL46_TP|HSS_OEL44_TP|HSS_OEL39_TP|HSS_OEL42_TP|HSS_OEL32_TP|ECO_OEL40_TP|HSS_OEL43_TP|IME_OEL31_TP|HSS_OEL33_TP|IME_OEL38_TP
E181;A+B;;Statistique;APM_4TC03_TP|APM_4TC02_TP|APM_4TC01_TP
E181;A+B;;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E182;A+C;;Droit;HSS_OEL21_TP|HSS_OEL22_TP|HSS_OEL25_TP
E182;A+C;;Economie du numérique;ECO_OEL30_TP
E182;A+C;;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL53_TP|HSS_OEL61_TP|HSS_OEL58_TP|HSS_OEL65_TP|HSS_OEL56_TP|HSS_OEL59_TP|HSS_OEL50_TP|HSS_OEL51_TP|HSS_OEL66_TP|HSS_OEL57_TP|HSS_OEL52_TP
E182;A+C;;IA;APM_4TC20_TP
E182;A+C;;Optimisation;FMA_4TC11_TP|FMA_4TC12_TP|FMA_4TC13_TP|FMA_4TC10_TP
E182;A+C;;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL13_TP|CSC_OEL07_TP|PHY_OEL14_TP|APM_OEL03_TP|CSC_OEL11_TP|PHY_OEL18_TP|CSC_OEL12_TP|CCH_OEL73_TP|CCH_OEL37_TP|PHY_OEL17_TP|PHY_OEL16_TP
E182;A+C;;SEHS;HSS_OEL46_TP|HSS_OEL44_TP|HSS_OEL32_TP|ECO_OEL40_TP|HSS_OEL33_TP|HSS_OEL39_TP|HSS_OEL43_TP|IME_OEL38_TP|HSS_OEL42_TP|IME_OEL31_TP
E182;A+C;;Statistique;APM_4TC02_TP|APM_4TC01_TP|APM_4TC03_TP
E182;A+C;;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E183;A+B;;Droit;HSS_OEL21_TP|HSS_OEL22_TP|HSS_OEL25_TP
E183;A+B;;Economie du numérique;ECO_OEL30_TP
E183;A+B;;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL66_TP|HSS_OEL65_TP|HSS_OEL50_TP|HSS_OEL57_TP|HSS_OEL53_TP|HSS_OEL56_TP|HSS_OEL58_TP|HSS_OEL59_TP|HSS_OEL61_TP|HSS_OEL51_TP|HSS_OEL52_TP
E183;A+B;;IA;APM_4TC20_TP
E183;A+B;;Optimisation;FMA_4TC11_TP|FMA_4TC12_TP|FMA_4TC13_TP|FMA_4TC10_TP
E183;A+B;;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL07_TP|CCH_OEL73_TP|CSC_OEL13_TP|CSC_OEL12_TP|CSC_OEL11_TP|APM_OEL03_TP|PHY_OEL18_TP|CCH_OEL37_TP|PHY_OEL14_TP|PHY_OEL16_TP|PHY_OEL17_TP
E183;A+B;;SEHS;HSS_OEL44_TP|HSS_OEL46_TP|IME_OEL38_TP|HSS_OEL33_TP|HSS_OEL43_TP|HSS_OEL32_TP|HSS_OEL39_TP|ECO_OEL40_TP|HSS_OEL42_TP|IME_OEL31_TP
E183;A+B;;Statistique;APM_4TC01_TP|APM_4TC03_TP|APM_4TC02_TP
E183;A+B;;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E184;B+C;;Droit;HSS_OEL21_TP|HSS_OEL25_TP|HSS_OEL22_TP
E184;B+C;;Economie du numérique;ECO_OEL30_TP
E184;B+C;;Humanités Contemporaines;HSS_OEL65_TP|HSS_OEL58_TP|HSS_OEL57_TP|HSS_OEL63_TP|HSS_OEL51_TP|HSS_OEL61_TP|HSS_OEL66_TP|HSS_OEL53_TP|HSS_OEL52_TP|HSS_OEL59_TP|HSS_OEL56_TP|HSS_OEL50_TP
E184;B+C;;IA;APM_4TC20_TP
E184;B+C;;Optimisation;FMA_4TC11_TP|FMA_4TC12_TP|FMA_4TC10_TP|FMA_4TC13_TP
E184;B+C;;Ouverture scientifique;PHY_OEL14_TP|CSC_OEL10_TP|CSC_OEL12_TP|CSC_OEL13_TP|CSC_OEL07_TP|PHY_OEL17_TP|PHY_OEL18_TP|CCH_OEL73_TP|PHY_OEL16_TP|APM_OEL03_TP|CSC_OEL11_TP|CCH_OEL37_TP
E184;B+C;;SEHS;HSS_OEL46_TP|HSS_OEL44_TP|HSS_OEL39_TP|HSS_OEL33_TP|IME_OEL31_TP|IME_OEL38_TP|HSS_OEL32_TP|ECO_OEL40_TP|HSS_OEL42_TP|HSS_OEL43_TP
E184;B+C;;Statistique;APM_4TC02_TP|APM_4TC01_TP|APM_4TC03_TP
E184;B+C;;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E185;B+C;;Droit;HSS_OEL21_TP|HSS_OEL25_TP|HSS_OEL22_TP
E185;B+C;;Economie du numérique;ECO_OEL30_TP
E185;B+C;;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL56_TP|HSS_OEL53_TP|HSS_OEL58_TP|HSS_OEL66_TP|HSS_OEL65_TP|HSS_OEL59_TP|HSS_OEL61_TP|HSS_OEL50_TP|HSS_OEL52_TP|HSS_OEL51_TP|HSS_OEL57_TP
E185;B+C;;IA;APM_4TC20_TP
E185;B+C;;Optimisation;FMA_4TC11_TP|FMA_4TC10_TP|FMA_4TC12_TP|FMA_4TC13_TP
E185;B+C;;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL07_TP|CSC_OEL13_TP|PHY_OEL14_TP|CSC_OEL12_TP|APM_OEL03_TP|CCH_OEL37_TP|PHY_OEL17_TP|CCH_OEL73_TP|CSC_OEL11_TP|PHY_OEL18_TP|PHY_OEL16_TP
E185;B+C;;SEHS;HSS_OEL44_TP|HSS_OEL46_TP|HSS_OEL32_TP|HSS_OEL42_TP|IME_OEL31_TP|ECO_OEL40_TP|IME_OEL38_TP|HSS_OEL39_TP|HSS_OEL43_TP|HSS_OEL33_TP
E185;B+C;;Statistique;APM_4TC02_TP|APM_4TC03_TP|APM_4TC01_TP
